Building,Area,province,Thai_District,District,Thai_Subdistrict,Owner,Construction,Map,Population,Latitude,Longtitude,Impact
Hotel,32104.00,Bangkok,ห้วยขวาง,Huai Khwang,บางกะปิ,บริษัท บุญตวง จำกัด,Adapt/Renovate,17,78175,13.776667,100.579444,-4
Hotel,3593.00,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท โนวา โฮเท็ล แบงคอค จำกัด,Adapt/Renovate,39,81623,13.742222,100.585833,-5
Hotel,3857.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,บริษัท พี.เค.อาร์.เอ็นเตอร์ไพรส์ จำกัด,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Hotel,9998.00,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท กิจสมพงษ์ จำกัด,Adapt/Renovate,39,81623,13.742222,100.585833,-5
Hotel,9934.00,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท กิจสมพงษ์ จำกัด,Adapt/Renovate,39,81623,13.742222,100.585833,-5
Hotel,6924.00,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท เบดร็อก ดีเวลลอปเม้นทส์ จำกัด,Adapt/Renovate,39,81623,13.742222,100.585833,-5
Hotel,9523.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท แอร์พอร์ต ลิ้งค์ สแควร์ จำกัด,New Build,34,115658,13.730278,100.651389,-5
Hotel,2916.00,Bangkok,ราชเทวี,Ratchathewi,มักกะสัน,บริษัท เดอะลิงค์บางกอก จำกัด,Adapt/Renovate,37,73035,13.758889,100.534444,-5
Hotel,9984.00,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท กิจสมพงษ์  จำกัด,New Build,39,81623,13.742222,100.585833,-5
Hotel,3956.00,Bangkok,ประเวศ,Prawet,หนองบอน,บริษัท ยู.ซี.ดี.อินเตอร์เนชั่นแนล จำกัด,New Build,32,160671,13.716944,100.694444,-4
Hotel,15114.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท ไพโอเนียร์ พร็อพเพอร์ตี้ จำกัด,New Build,33,109041,13.708056,100.583889,-4
Hotel,3500.00,Bangkok,ราชเทวี,Ratchathewi,ถนนพญาไท,บริษัท ส.สุวรรณธาดา จำกัด,New Build,37,73035,13.758889,100.534444,-5
Hotel,49920.00,Bangkok,วัฒนา,Watthana,คลองตันเหนือ,บริษัท แปซิฟิค เรียลเอสเตท จำกัด,New Build,39,81623,13.742222,100.585833,-4
Hotel,2362.00,Bangkok,วัฒนา,Watthana,คลองตันเหนือ,บริษัท สุขุมวิท 15 เพลส จำกัด,Adapt/Renovate,39,81623,13.742222,100.585833,-4
Hotel,12935.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,สำนักงานทรัพย์สินส่วนพระมหากษัตริย์,New Build,33,109041,13.708056,100.583889,-4
Hotel,2393.00,Bangkok,วัฒนา,Watthana,คลองตันเหนือ,บริษัท สุขุมวิท 15 เพลส จำกัด,New Build,39,81623,13.742222,100.585833,-4
Hotel,3593.00,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท โนวา โฮเท็ล แบงคอค จำกัด,Adapt/Renovate,39,81623,13.742222,100.585833,-5
Hotel,24955.00,Bangkok,ห้วยขวาง,Huai Khwang,ห้วยขวาง,บริษัท สินเจริญธุรกิจ จำกัด,Adapt/Renovate,17,78175,13.776667,100.579444,-5
Hotel,13779.00,Bangkok,วัฒนา,Watthana,พระโขนงเหนือ,บริษัท เฟิสท์เอกมัย พร็อพเพอร์ตี้ จำกัด,Adapt/Renovate,39,81623,13.742222,100.585833,-5
Hotel,6958.00,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท เบคร็อก ดีเวลลอปเม้นทส์ จำกัด,Adapt/Renovate,39,81623,13.742222,100.585833,-5
Services Building,4609.00,Bangkok,บางขุนเทียน,Bang Khun Thian,แสมดำ,บริษัท เพชรสีชมพู สปอร์ต คอมเพล็กซ์ จำกัด,New Build,21,165491,13.660833,100.435833,0
Services Building,9343.00,Bangkok,บางเขน,Bang Khen,ท่าแร้ง,บริษัท ทีอาร์ซี คอนสตรัคชั่น จำกัด (มหาชน),Adapt/Renovate,5,189539,13.873889,100.596389,-1
Services Building,4150.00,Bangkok,บางขุนเทียน,Bang Khun Thian,แสมดำ,นายสุวิทย์ โอศิริพันธุ์,New Build,21,165491,13.660833,100.435833,0
Shopping Mall,469233.00,Bangkok,ประเวศ,Prawet,หนองบอน,บริษัท ซีคอน ดีเวลลอปเมนท์ จำกัด,Adapt/Renovate,32,160671,13.716944,100.694444,-4
Shopping Mall,20639.00,Bangkok,บางกะปิ,Bang Kapi,หัวหมาก,บริษัท พี.เพชรรามา จำกัด,Adapt/Renovate,6,148465,13.765833,100.647778,-4
Shopping Mall,94491.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท สุรเศรษฐ์ จำกัด,New Build,29,132234,13.809722,100.537222,-4
Shopping Mall,141612.00,Bangkok,ปทุมวัน,Pathum Wan,ลุมพินี,บริษัท เดอะ แพลทินัม มาร์เก็ต จำกัด,Adapt/Renovate,7,53263,13.744942,100.5222,-5
Shopping Mall,9168.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท เดอะไนน์ เซ็นเตอร์ จำกัด,Adapt/Renovate,34,115658,13.730278,100.651389,-5
Shopping Mall,52993.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Shopping Mall,51202.00,Bangkok,หลักสี่,Lak Si,ทุ่งสองห้อง,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,Adapt/Renovate,41,109770,13.8875,100.578889,0
Shopping Mall,23666.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,Adapt/Renovate,27,145830,13.785278,100.669167,0
Shopping Mall,252585.00,Bangkok,บางขุนเทียน,Bang Khun Thian,แสมดำ,บริษัท เซ็นทรัลพัฒนา พระราม ๒ จำกัด,Adapt/Renovate,21,165491,13.660833,100.435833,0
Shopping Mall,343145.00,Bangkok,ภาษีเจริญ,Phasi Charoen,บางหว้า,บริษัท ซีคอน บางแค จำกัด,Adapt/Renovate,22,129827,13.714722,100.437222,-1
Shopping Mall,34487.00,Bangkok,บางคอแหลม,Bang Kho Laem,บางโคล่,บริษัท โฮม โปรดักส์ เซ็นเตอร์ จำกัด (มหาชน),New Build,31,94956,13.693333,100.5025,0
Shopping Mall,2403.00,Bangkok,บางคอแหลม,Bang Kho Laem,บางโคล่,บริษัท โฮม โปรดักส์ เซ็นเตอร์ จำกัด (มหาชน),New Build,31,94956,13.693333,100.5025,0
Shopping Mall,58085.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท เซ็นคาร์ จำกัด,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Shopping Mall,68423.00,Bangkok,ห้วยขวาง,Huai Khwang,ห้วยขวาง,บริษัท จี แลนด์ พร็อพเพอร์ตี้  แมเนจเม้นท์  จำกัด,New Build,17,78175,13.776667,100.579444,-5
Shopping Mall,47576.00,Bangkok,วัฒนา,Watthana,คลองตันเหนือ,บริษัท สุขุมวิทซิตี้มอลล์ จำกัด,Adapt/Renovate,39,81623,13.742222,100.585833,-4
Shopping Mall,148715.00,Bangkok,ราชเทวี,Ratchathewi,มักกะสัน,บริษัท เอเชีย ไทยหยวน คอนสตรั๊ค แอนด์ ดีเวลลอปเม้นท์ จำกัด,Adapt/Renovate,37,73035,13.758889,100.534444,-5
Shopping Mall,368793.00,Bangkok,บางกอกน้อย,Bangkok Noi,อรุณอมรินทร์,บริษัท เซ็นทรัลพัฒนา จำกัด (มหาชน),Adapt/Renovate,20,117793,13.770867,100.467933,0
Shopping Mall,147265.00,Bangkok,ปทุมวัน,Pathum Wan,ลุมพินี,บริษัท เดอะ แพทินัม มาร์เก็ต จำกัด,New Build,7,53263,13.744942,100.5222,-5
Shopping Mall,10001.00,Bangkok,จตุจักร,Chatuchak,เสนานิคม,บริษัท พรีโม พอสโต จำกัด,New Build,30,160906,13.828611,100.559722,-4
Shopping Mall,19411.00,Bangkok,จตุจักร,Chatuchak,เสนานิคม,บริษัท พรีโม พอสโต จำกัด,New Build,30,160906,13.828611,100.559722,-4
Shopping Mall,15879.00,Bangkok,จตุจักร,Chatuchak,เสนานิคม,บริษัท พรีโม พอสโต จำกัด,New Build,30,160906,13.828611,100.559722,-4
Shopping Mall,25119.00,Bangkok,จตุจักร,Chatuchak,เสนานิคม,บริษัท พรีโม พอสโต จำกัด,New Build,30,160906,13.828611,100.559722,-4
Shopping Mall,9671.00,Bangkok,สาทร,Sathon,ทุ่งวัดดอน,บริษัท ดีเวลลอปเมนท์ แบงคอก จำกัด,Adapt/Renovate,28,84916,13.708056,100.526389,-4
Shopping Mall,9964.00,Bangkok,ลาดกระบัง,Lat Krabang,ทับยาว,บริษัท รอยัล พาร์ค นูทรีเม้นท์ จำกัด,New Build,11,163175,13.722317,100.759669,-3
Shopping Mall,9833.00,Bangkok,ลาดกระบัง,Lat Krabang,ทับยาว,บริษัท รอยัล พาร์ค นูทรีเม้นท์ จำกัด,New Build,11,163175,13.722317,100.759669,-3
Shopping Mall,58085.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท เซ็นคาร์ จำกัด,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Shopping Mall,9857.00,Bangkok,พระโขนง,Phra Khanong,บางจาก,บริษัท สราญรัตน์พัฒนา  จำกัด,New Build,9,93482,13.702222,100.601667,-4
Shopping Mall,41021.00,Bangkok,ประเวศ,Prawet,หนองบอน,บริษัท สยาม เดลีซ จำกัด,Adapt/Renovate,32,160671,13.716944,100.694444,-4
Shopping Mall,379042.00,Bangkok,บางนา,Bang Na,บางนา,บริษัท บางนา เซ็นทรัล พร็อพเพอร์ตี้ จำกัด,Adapt/Renovate,47,95912,13.680081,100.5918,-5
Shopping Mall,58085.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท เซ็นคาร์ จำกัด,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Shopping Mall,9934.00,Bangkok,ลาดพร้าว,Lat Phrao,ลาดพร้าว,บริษัท เกียรติสหมิตร  จำกัด,New Build,38,122182,13.803611,100.6075,-5
Shopping Mall,9993.00,Bangkok,ลาดพร้าว,Lat Phrao,ลาดพร้าว,บริษัท เกียรติสหมิตร  จำกัด,New Build,38,122182,13.803611,100.6075,-5
Shopping Mall,9986.00,Bangkok,ลาดกระบัง,Lat Krabang,ทับยาว,บริษัท รอยัลพาร์ค นูทรีเม้นท์ จำกัด,Adapt/Renovate,11,163175,13.722317,100.759669,-3
Shopping Mall,12279.00,Bangkok,ห้วยขวาง,Huai Khwang,ห้วยขวาง,บริษัท  แอล.พี.เอ็น.ดีเวลลอปเมนท์ จำกัด (มหาชน),New Build,17,78175,13.776667,100.579444,-5
Shopping Mall,9981.00,Bangkok,ลาดพร้าว,Lat Phrao,ลาดพร้าว,บริษัท อินเด็กซ์  ลิฟวิ่งมอลล์ จำกัด,Adapt/Renovate,38,122182,13.803611,100.6075,-5
Shopping Mall,19780.00,Bangkok,พระโขนง,Phra Khanong,บางจาก,บริษัท สราญรัตน์พัฒนา จำกัด,Adapt/Renovate,9,93482,13.702222,100.601667,-4
Shopping Mall,4843.00,Bangkok,บางขุนเทียน,Bang Khun Thian,ท่าข้าม,บริษัท แลมป์ตั้น โฮลดิ้ง จำกัด,New Build,21,165491,13.660833,100.435833,0
Shopping Mall,10010.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท อันดา  ดีเวลลอปเม้นท์ จำกัด (มหาชน),New Build,29,132234,13.809722,100.537222,-4
Office,3534.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท ศรณรงค์ คาร์ จำกัด โดยนายเกรียงไกร เดชไพรขลา,New Build,27,145830,13.785278,100.669167,0
Office,9034.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท เอส.จี.เซ็นเตอร์ จำกัด โดยนางสาวปพิชญา ทองจินดาวงศ์,New Build,27,145830,13.785278,100.669167,0
Office,1971.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท ดิอายส์ จำกัด โดย นายเสริมคุณ คุณาวงศ์,New Build,27,145830,13.785278,100.669167,0
Office,3939.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท สยามนิสสัน กรุงเทพ จำกัด โดยนายชัยพงษ์ วงษ์ศราพันธ์ชัย นายสุรชัย ช้างเขียว,Adapt/Renovate,27,145830,13.785278,100.669167,0
Office,2514.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,นายสันต์ สินธุฉัตร,New Build,27,145830,13.785278,100.669167,0
Office,1328.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท รุ่งเจริญ พลัส จำกัด โดยนายสุรพล ชัยตระกูลทอง,New Build,27,145830,13.785278,100.669167,0
Office,6000.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท ปัณณ์ คอร์ปอเรชั่น จำกัด โดยนางสาวอัจฉรา ศรีรัตนอารักษ์ ฯ,New Build,27,145830,13.785278,100.669167,0
Office,1904.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท เอ็นบีดี เฮลท์แคร์ จำกัด โดยนายพิรุณโรจน์ ไกรสุรพงศ์,New Build,27,145830,13.785278,100.669167,0
Office,4218.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท สยามนิสสัน กรุงเทพ จำกัด โดยนายวสุ วงษ์ศราพันธ์ชัย,Adapt/Renovate,27,145830,13.785278,100.669167,0
Office,2383.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท เวนเจอร์ แค็ป จำกัด โดย นายชาญชัย กุลถาวรากร,New Build,27,145830,13.785278,100.669167,0
Office,1414.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท อัศวยนต์ จำกัด โดย นายบรรเจิด อัศวานุชิตฯ,New Build,27,145830,13.785278,100.669167,0
Office,1972.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท กิเลน การพิมพ์ จำกัด โดย นางโมฬี วนรัตนานนท์,New Build,27,145830,13.785278,100.669167,0
Office,1988.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,นายวีระเดช จิตศักดานนท์,New Build,27,145830,13.785278,100.669167,0
Office,13568.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท ภัทรา ซิตี้ จำกัด โดย นาย พรชัย กฤษฎาวรกุลฯ,New Build,27,145830,13.785278,100.669167,0
Office,4194.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท ศูนย์รวมรถยนต์ ออโต้ โซน จำกัด โดยนายชนาธิป ศิริผดุงธรรม,New Build,27,145830,13.785278,100.669167,0
Office,2746.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,นายคมน์จิรันตน์ หงวนศิริ,Adapt/Renovate,27,145830,13.785278,100.669167,0
Hotel,2560.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,นายศรีนันต์ กันตวีระกุล,Adapt/Renovate,27,145830,13.785278,100.669167,0
Hotel,3346.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท นวมินทร์ สวีท จำกัด โดย นายสุรชัย ศุภบัณฑิต,Adapt/Renovate,27,145830,13.785278,100.669167,0
Office,2218.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท เพนต้า พี ดีเวลลอปเม้นท์ จำกัด โดยนายปรีชาพล หริตวร นางอำพัน หริตวร,New Build,27,145830,13.785278,100.669167,0
Office,9988.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท ฟู้ดแลนด์ซุปเปอร์มาร์เก็ต จำกัด โดยนายอัศวิน แซ่หลิ่มฯ,New Build,27,145830,13.785278,100.669167,0
Office,6140.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท ฮอนด้า ลักซ์ ออโตโมบิล จำกัด โดยนายประสิทธิ์ ชัยเรืองจิตจรัส,New Build,27,145830,13.785278,100.669167,0
Office,1040.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,นายไกรสิทธิ ทารมย์,New Build,27,145830,13.785278,100.669167,0
Condo,1544.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,นายสมศักดิ์  เหรียญตระกูล,New Build,27,145830,13.785278,100.669167,0
Condo,1988.00,Bangkok,บึงกุ่ม,Bueng Kum,คันนายาว,นางสาวอติพร  ตัณชวนิชย์,New Build,27,145830,13.785278,100.669167,0
Condo,1354.00,Bangkok,บึงกุ่ม,Bueng Kum,สะพานสูง,นางสาวปาลวีร์  วิฑิตสุวรรณกุล และ นายนิรันดร์ ประเสริญเชี่ยวชาญ,New Build,27,145830,13.785278,100.669167,0
Condo,3641.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท เดอะ พิน แลนด์ จำกัด,New Build,27,145830,13.785278,100.669167,0
Condo,1497.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท ไปทีม บิลเตอร์ จำกัด,New Build,27,145830,13.785278,100.669167,0
Condo,1544.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,นายสมศักดิ์  เหรียญตระกูล,New Build,27,145830,13.785278,100.669167,0
Condo,1988.00,Bangkok,บึงกุ่ม,Bueng Kum,สะพานสูง,นางสาวอติพร  ตัณชวนิชย์,New Build,27,145830,13.785278,100.669167,0
Condo,1354.00,Bangkok,บึงกุ่ม,Bueng Kum,สะพานสูง,นางสาวปาลวีร์  วิฑิตสุวรรณกุล และ นายนิรันดร์ ประเสริญเชี่ยวชาญ,New Build,27,145830,13.785278,100.669167,0
Condo,3641.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท เดอะ พิน แลนด์ จำกัด,New Build,27,145830,13.785278,100.669167,0
Condo,1382.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,นางกนิษฐา  เหมศิริวัฒนา,New Build,27,145830,13.785278,100.669167,0
Condo,9995.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท ไบรท์ ดีเวลลอปเมนท์ กรุงเทพ จำกัด,New Build,27,145830,13.785278,100.669167,0
Condo,9895.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท พฤกษา เรียลเอสเตท จำกัด(มหาชน),New Build,27,145830,13.785278,100.669167,0
Condo,9912.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท พฤกษา เรียลเอสเตท จำกัด(มหาชน),New Build,27,145830,13.785278,100.669167,0
Condo,9895.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท พฤกษา เรียลเอสเตท จำกัด(มหาชน),New Build,27,145830,13.785278,100.669167,0
Office,3114.00,Bangkok,สาทร,Sathon,ทุ่งมหาเมฆ,บริษัท 123 ปาร์คกิ้งค์ จำกัด,New Build,28,84916,13.708056,100.526389,-4
Office,8102.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท ธรรมนิติ จำกัด (มหาชน),New Build,29,132234,13.809722,100.537222,-4
Office,4198.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท ปูนซิเมนต์ไทย จำกัด (มหาชน),New Build,29,132234,13.809722,100.537222,-4
Office,4300.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท เฟิรสท วู้ด จำกัด,New Build,29,132234,13.809722,100.537222,-4
Office,4875.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท รุ่งสมบัติ (2528) จำกัด,New Build,29,132234,13.809722,100.537222,-4
Condo,3273.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท เอเชี่ยน พร็อพเพอร์ตี้ ดีเวลลอปเม้นท์ จำกัด (มหาชน),New Build,29,132234,13.809722,100.537222,-4
Condo,15360.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน),New Build,29,132234,13.809722,100.537222,-4
Condo,4402.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท เอพี (ไทยแลนด์) จำกัด (มหาชน),New Build,29,132234,13.809722,100.537222,-4
Condo,2126.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,น.ส.รัชนีกร สุทธิพันธุ์,New Build,29,132234,13.809722,100.537222,-4
Condo,3852.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท นพรัตนา เรียลเอสเตท จำกัด,New Build,29,132234,13.809722,100.537222,-4
Condo,2699.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,นายณรงค์ศักดิ์ ใหม่จันทร์,New Build,29,132234,13.809722,100.537222,-4
Condo,3828.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท เอพี (ไทยแลนด์) จำกัด (มหาชน),New Build,29,132234,13.809722,100.537222,-4
Condo,3388.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท แปดทิศพัฒนา จำกัด,New Build,29,132234,13.809722,100.537222,-4
Condo,3267.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท ก้าวหน้าอสังหา จำกัด,New Build,29,132234,13.809722,100.537222,-4
Condo,4360.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท สินสุข จำกัด,New Build,29,132234,13.809722,100.537222,-4
Condo,7941.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,สถาบันพัฒนาองศ์กรชุมชน (องศ์การมหาชน),New Build,29,132234,13.809722,100.537222,-4
Condo,2255.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,ห้างหุ้นส่วนจำกัด มัสอู๊ด,New Build,29,132234,13.809722,100.537222,-4
Condo,7437.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท เอส.ที.เอ. แมเนจเม้นท์ จำกัด,New Build,29,132234,13.809722,100.537222,-4
Services Building,3364.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท เรส แอเรีย จำกัด,New Build,29,132234,13.809722,100.537222,-4
Mixed use,35453.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท ริชชี่เพลซ 2002 จำกัด,New Build,29,132234,13.809722,100.537222,-4
Mixed use,22230.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท แอล.พี.เอ็น.ดีเวลลอปเมนท์ จำกัด (มหาชน),Adapt/Renovate,29,132234,13.809722,100.537222,-4
Mixed use,43010.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท นายารา พร็อพเพอร์ตี้ จำกัด,New Build,29,132234,13.809722,100.537222,-4
Condo,70458.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน),New Build,29,132234,13.809722,100.537222,-4
Condo,30583.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท แอล.พี.เอ็น.ดีเวลลอปเมนท์ จำกัด (มหาชน),Adapt/Renovate,29,132234,13.809722,100.537222,-4
Condo,9779.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท แอล.พี.เอ็น.ดีเวลลอปเมนท์ จำกัด (มหาชน),New Build,29,132234,13.809722,100.537222,-4
 Assembly,6570.00,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,นางรุ่งฤดี  วงศ์วุฒิไกร,New Build,29,132234,13.809722,100.537222,-4
Condo,8680.00,Bangkok,จตุจักร,Chatuchak,จันทรเกษม,บริษัท เอสทีพี เอสเตท จำกัด โดย นายกฤช  สิทธิสวัสดิกุล,New Build,30,160906,13.828611,100.559722,-4
Condo,3409.00,Bangkok,จตุจักร,Chatuchak,จันทรเกษม,บริษัท ธีรนาถ เรสซิเดนซ์ จำกัด,Unclassified,30,160906,13.828611,100.559722,-4
Condo,9565.00,Bangkok,จตุจักร,Chatuchak,จตุจักร,บริษัท เอเบิ้ล แอสเสท กรุ๊ป จำกัด,New Build,30,160906,13.828611,100.559722,-5
Condo,3120.00,Bangkok,จตุจักร,Chatuchak,จันทรเกษม,บริษัท เอสเค พร็อพเพอร์ตี้ ดีเวลลอปเม้นท์ จำกัด,New Build,30,160906,13.828611,100.559722,-4
Condo,2960.00,Bangkok,จตุจักร,Chatuchak,ลาดยาว,บริษัท ทองกิ่งแก้ว พร็อพเพอร์ตี้ จำกัด,New Build,30,160906,13.828611,100.559722,-4
Office,925.00,Bangkok,จตุจักร,Chatuchak,ลาดยาว,บริษัท นำรับเบอร์ แอนด์ ลาเท็คส์ จำกัด,New Build,30,160906,13.828611,100.559722,-4
Condo,55687.00,Bangkok,จตุจักร,Chatuchak,จอมพล,บริษัท ธนาพัฒน์ พร็อพเพอร์ตี้ ดิเวลล็อปเมนท์ จำกัด (มหาบน),New Build,30,160906,13.828611,100.559722,-4
Condo,3769.00,Bangkok,จตุจักร,Chatuchak,ลาดยาว,นางวิภาณี แซ่ลี้ และ นางภัสสรีนันท์   ประสิทธิกิตติ,New Build,30,160906,13.828611,100.559722,-4
Condo,3064.00,Bangkok,จตุจักร,Chatuchak,จตุจักร,บริษัท ทานตะวัน พร็อพเพอร์ตี้ จำกัด,New Build,30,160906,13.828611,100.559722,-5
Condo,7187.00,Bangkok,จตุจักร,Chatuchak,จอมพล,บริษัท ต.วิวัฒน์ดีเวลล็อปเม้นท์ จำกัด,New Build,30,160906,13.828611,100.559722,-4
Condo,7148.00,Bangkok,จตุจักร,Chatuchak,จอมพล,บริษัท วิวัฒน์พรอพเพอร์ตี้ จำกัด,New Build,30,160906,13.828611,100.559722,-4
Condo,1858.00,Bangkok,จตุจักร,Chatuchak,จอมพล,บริษัท ศิริน พร็อพเพอร์ตี้ จำกัด,New Build,30,160906,13.828611,100.559722,-4
Condo,4849.00,Bangkok,จตุจักร,Chatuchak,ลาดยาว,บริษัท ประสิทธิ์แมนชั่น จำกัด,New Build,30,160906,13.828611,100.559722,-4
Condo,7495.00,Bangkok,จตุจักร,Chatuchak,จันทรเกษม,บริษัท ฮองอัน ยาลาย (กรุงเทพ) จำกัด,New Build,30,160906,13.828611,100.559722,-4
Condo,3793.00,Bangkok,จตุจักร,Chatuchak,ลาดยาว,บริษัท เดอะ เทรเซอร์ แอสเซ็? พลัส จำกัด,New Build,30,160906,13.828611,100.559722,-4
Condo,3803.00,Bangkok,จตุจักร,Chatuchak,ลาดยาว,บริษัท เดะ แอ็คซิส แอสเซ้ท พลัส จำกัด,New Build,30,160906,13.828611,100.559722,-4
Mixed use,3620.00,Bangkok,จตุจักร,Chatuchak,ลาดยาว,บริษัท บัวหลวงการ์เด้น คอร์ท จำกัด,Adapt/Renovate,30,160906,13.828611,100.559722,-4
Office,14969.00,Bangkok,จตุจักร,Chatuchak,ลาดยาว,บริษัท วาย แอนด์ แอส โซซ์ เอทส์ จำกัด,New Build,30,160906,13.828611,100.559722,-4
Office,53213.00,Bangkok,จตุจักร,Chatuchak,ลาดยาว,บริษัท ธนสารสมบัติพัฒนา จำกัด,Adapt/Renovate,30,160906,13.828611,100.559722,-4
